1.210000	1.330000	48.000
1.530000	1.660000	54.000
1.750000	2.030000	54.000
2.140000	2.200000	53.000
2.580000	2.710000	70.000
2.580000	2.710000	58.000
2.760000	2.910000	58.000
3.320000	3.600000	58.000
3.320000	3.600000	40.000
3.650000	3.780000	71.000
3.650000	3.780000	59.000
3.830000	3.950000	73.000
3.830000	3.950000	61.000
4.000000	4.080000	73.000
4.000000	4.080000	61.000
4.690000	4.830000	66.000
4.980000	5.270000	56.000
4.980000	5.200000	68.000
4.980000	5.100000	75.000
5.320000	5.620000	54.000
5.670000	6.220000	54.000
6.420000	6.570000	49.000
6.620000	6.720000	49.000
6.770000	6.900000	54.000
7.110000	7.240000	73.000
7.110000	7.240000	66.000
7.350000	7.620000	66.000
7.350000	7.620000	54.000
8.170000	8.290000	70.000
8.170000	8.290000	58.000
8.170000	8.290000	53.000
8.340000	8.450000	59.000
8.340000	8.450000	56.000
8.720000	9.050000	59.000
8.720000	9.050000	58.000
8.720000	9.050000	54.000
9.420000	9.710000	60.000
9.420000	9.710000	49.000
9.420000	9.710000	48.000
9.760000	9.880000	48.000
9.930000	10.050000	70.000
9.930000	10.050000	58.000
9.930000	10.050000	49.000
10.100000	10.400000	71.000
10.100000	10.320000	49.000
10.450000	10.570000	70.000
10.450000	10.570000	58.000
10.450000	10.570000	54.000
10.780000	11.100000	61.000
10.780000	10.920000	80.000
10.970000	11.100000	73.000
10.970000	11.100000	58.000
11.150000	11.240000	63.000
11.640000	11.770000	54.000
11.640000	11.770000	53.000
11.820000	12.160000	56.000
11.820000	12.060000	49.000
11.820000	12.060000	48.000
12.210000	13.160000	55.000
12.210000	13.160000	54.000
12.210000	13.160000	53.000
12.210000	13.160000	47.000
12.210000	13.160000	46.000
12.210000	13.160000	45.000
13.210000	13.320000	68.000
13.370000	13.490000	48.000
13.540000	13.820000	68.000
13.540000	13.820000	61.000
13.950000	13.990000	54.000
14.040000	14.150000	54.000
14.200000	14.550000	55.000
14.200000	14.550000	50.000
14.200000	14.550000	42.000
14.600000	14.850000	49.000
14.900000	15.040000	54.000
15.310000	15.600000	66.000
15.310000	15.600000	55.000
15.310000	15.600000	54.000
15.810000	15.890000	66.000
16.520000	16.630000	56.000
17.010000	17.290000	59.000
17.010000	17.290000	58.000
17.010000	17.290000	56.000
17.340000	17.640000	86.000
17.340000	17.640000	79.000
17.340000	17.640000	73.000
17.690000	17.840000	85.000
17.690000	17.840000	73.000
17.890000	18.020000	73.000
18.070000	18.220000	63.000
18.270000	18.400000	70.000
18.270000	18.400000	63.000
18.450000	18.740000	66.000
18.450000	18.740000	60.000
18.450000	18.740000	51.000
18.790000	18.970000	65.000
19.020000	19.380000	56.000
19.020000	19.380000	53.000
19.020000	19.380000	49.000
19.020000	19.380000	48.000
19.430000	20.080000	56.000
19.430000	20.080000	49.000
20.270000	20.370000	59.000
20.270000	20.370000	58.000
20.620000	20.740000	56.000
20.890000	21.090000	59.000
20.890000	21.090000	58.000
20.890000	21.090000	54.000
21.140000	21.330000	63.000
21.470000	21.710000	54.000
21.970000	22.110000	51.000
22.160000	22.440000	49.000
22.660000	22.780000	59.000
22.660000	22.780000	42.000
22.950000	23.170000	42.000
22.950000	23.100000	73.000
23.340000	23.520000	59.000
23.340000	23.520000	54.000
23.340000	23.520000	47.000
23.710000	23.840000	73.000
23.710000	23.840000	70.000
23.710000	23.840000	58.000
23.710000	23.840000	54.000
23.710000	23.840000	49.000
23.890000	24.230000	71.000
23.890000	24.230000	56.000
23.890000	24.230000	49.000
23.890000	24.230000	47.000
