0.610000	0.680000	65.000
0.610000	0.680000	53.000
0.820000	0.940000	65.000
0.990000	1.820000	74.000
0.990000	1.140000	65.000
0.990000	1.140000	58.000
0.990000	1.140000	35.000
1.190000	1.820000	58.000
1.190000	1.480000	70.000
1.530000	1.820000	70.000
1.530000	1.820000	65.000
1.870000	2.320000	74.000
2.040000	2.500000	65.000
2.040000	2.170000	58.000
2.220000	2.500000	58.000
2.370000	2.500000	74.000
2.370000	2.500000	34.000
2.550000	2.680000	58.000
2.730000	3.400000	74.000
2.900000	3.190000	62.000
2.900000	3.190000	46.000
3.240000	4.230000	65.000
3.240000	4.230000	58.000
3.450000	3.540000	77.000
3.590000	3.880000	41.000
3.930000	4.230000	63.000
3.930000	4.230000	46.000
4.430000	5.250000	58.000
4.600000	4.910000	53.000
4.600000	4.850000	60.000
4.600000	4.850000	46.000
4.960000	5.930000	70.000
4.960000	5.760000	77.000
4.960000	5.250000	80.000
4.960000	5.250000	34.000
5.300000	5.760000	58.000
5.640000	5.930000	46.000
5.810000	6.460000	74.000
5.810000	5.930000	58.000
5.980000	6.460000	58.000
5.980000	6.280000	53.000
6.200000	6.280000	65.000
6.510000	6.630000	58.000
6.510000	6.630000	54.000
6.830000	6.960000	46.000
7.010000	8.670000	70.000
7.210000	7.300000	34.000
7.350000	7.460000	58.000
7.510000	7.650000	46.000
7.700000	7.970000	58.000
7.830000	7.970000	46.000
7.830000	7.970000	42.000
7.830000	7.970000	37.000
8.020000	8.140000	58.000
8.190000	8.670000	65.000
8.190000	8.670000	58.000
8.380000	8.670000	62.000
8.380000	8.670000	46.000
8.720000	9.010000	58.000
8.880000	9.010000	74.000
8.880000	9.010000	65.000
9.060000	10.040000	29.000
9.060000	9.530000	65.000
9.060000	9.360000	67.000
9.410000	9.530000	60.000
9.580000	9.970000	69.000
9.770000	10.040000	60.000
9.770000	9.970000	63.000
10.090000	10.190000	29.000
10.240000	10.390000	63.000
10.240000	10.390000	58.000
10.240000	10.390000	47.000
10.440000	10.740000	38.000
10.790000	11.230000	39.000
10.790000	11.080000	77.000
11.280000	11.400000	58.000
11.450000	11.810000	79.000
11.450000	11.740000	72.000
11.450000	11.740000	41.000
11.860000	12.410000	74.000
11.860000	12.410000	65.000
11.860000	12.240000	34.000
12.290000	13.120000	34.000
12.460000	12.920000	65.000
12.970000	13.440000	65.000
13.070000	13.740000	46.000
13.170000	13.500000	34.000
13.170000	13.440000	77.000
13.170000	13.440000	72.000
13.170000	13.440000	41.000
13.550000	13.790000	34.000
13.550000	13.740000	70.000
13.550000	13.740000	54.000
13.840000	14.140000	34.000
14.360000	14.480000	34.000
14.680000	15.160000	34.000
14.850000	14.990000	46.000
15.040000	15.160000	61.000
15.210000	15.670000	46.000
15.210000	15.510000	62.000
15.720000	15.850000	54.000
15.830000	15.850000	34.000
15.900000	16.200000	65.000
16.100000	16.560000	29.000
16.100000	16.390000	41.000
16.610000	16.730000	42.000
16.780000	17.050000	41.000
16.780000	16.910000	36.000
16.780000	16.910000	29.000
16.960000	17.430000	29.000
16.960000	17.050000	34.000
17.100000	17.590000	41.000
17.100000	17.250000	48.000
17.480000	17.940000	29.000
17.480000	17.590000	62.000
17.990000	18.280000	29.000
18.140000	18.280000	44.000
18.330000	18.620000	77.000
18.330000	18.620000	74.000
18.330000	18.620000	38.000
18.670000	19.120000	39.000
18.670000	18.960000	79.000
19.350000	19.650000	60.000
19.350000	19.650000	37.000
19.350000	19.650000	29.000
19.700000	20.490000	65.000
19.700000	20.340000	74.000
19.700000	20.340000	34.000
19.700000	20.000000	70.000
20.390000	20.830000	34.000
20.880000	21.020000	34.000
20.980000	21.360000	65.000
21.160000	21.860000	34.000
21.160000	21.580000	77.000
21.160000	21.580000	74.000
21.160000	21.360000	41.000
21.910000	22.550000	65.000
21.910000	22.330000	34.000
22.440000	23.730000	46.000
22.440000	22.720000	41.000
22.600000	23.730000	34.000
22.960000	23.060000	41.000
23.110000	23.240000	41.000
23.290000	23.550000	74.000
23.600000	23.900000	65.000
23.780000	24.100000	53.000
23.780000	23.900000	48.000
24.030000	24.240000	41.000
24.150000	24.440000	48.000
24.290000	24.640000	41.000
24.490000	25.820000	48.000
24.690000	25.470000	41.000
24.840000	25.130000	65.000
24.840000	25.130000	60.000
24.840000	25.130000	29.000
25.180000	25.820000	29.000
25.520000	26.990000	41.000
26.050000	26.820000	48.000
26.870000	26.990000	58.000
27.220000	27.510000	77.000
27.220000	27.510000	74.000
27.220000	27.510000	38.000
27.220000	27.510000	31.000
27.560000	27.860000	70.000
27.560000	27.860000	39.000
27.910000	28.200000	39.000
28.250000	28.540000	79.000
28.250000	28.540000	48.000
28.250000	28.540000	41.000
28.590000	29.020000	74.000
28.590000	29.020000	34.000
29.070000	29.920000	34.000
29.070000	29.560000	65.000
29.770000	30.230000	65.000
29.970000	30.760000	34.000
29.970000	30.420000	41.000
30.470000	30.570000	46.000
30.810000	31.430000	34.000
30.810000	30.950000	46.000
31.000000	31.110000	57.000
31.160000	31.300000	54.000
31.160000	31.300000	46.000
31.480000	31.970000	34.000
31.670000	31.820000	63.000
31.870000	31.970000	60.000
32.020000	32.200000	34.000
32.250000	32.650000	34.000
32.250000	32.330000	46.000
32.520000	32.650000	54.000
32.520000	32.650000	46.000
32.700000	35.310000	72.000
32.700000	34.050000	81.000
32.700000	34.050000	77.000
32.700000	34.050000	46.000
32.700000	34.050000	34.000
34.100000	35.310000	67.000
34.100000	35.310000	36.000
34.800000	35.410000	76.000
34.800000	35.310000	74.000
35.360000	36.440000	60.000
